name,position,age,height,league_rank,average_market_value,highest_market_value,team_fifa_points,total_played_minutes,average_minutes_played,average_assists_per_game,total_assists,assist_per_minute,average_goals_per_game,total_goals,goals_per_minute,total_yellow_cards,team_win_ratio,overall,data_year
Gianluca Scamacca,Attack,23,195,4,26666666.666666664,30000000.0,0.0,2311,60.81578947368421,0.0263157894736842,1,0.0004327131112072,0.4210526315789473,16,0.0069234097793163,7,0.35,80.0,2023
Ben Chilwell,Defender,25,180,1,38000000.0,38000000.0,123.0,729,66.27272727272727,0.0909090909090909,1,0.0013717421124828,0.2727272727272727,3,0.0041152263374485,0,0.631578947368421,82.0,2023
Lucas Torreira,Midfield,26,166,4,19333333.333333332,20000000.0,0.0,2549,72.82857142857142,0.0571428571428571,2,0.0007846214201647,0.1428571428571428,5,0.0019615535504119,11,0.5227272727272727,81.0,2023
Jakub Jankto,Midfield,26,184,3,5666666.666666666,8000000.0,11.0,726,45.375,0.125,2,0.0027548209366391,0.0,0,0.0,2,0.2051282051282051,74.0,2023
Flavius Daniliuc,Defender,21,188,5,7500000.0,8000000.0,9.0,1288,53.66666666666666,0.0,0,0.0,0.0,0,0.0,4,0.5263157894736842,73.0,2023
Matteo Gabbia,Defender,22,185,4,6500000.0,7000000.0,38.0,674,67.4,0.0,0,0.0,0.0,0,0.0,3,0.6041666666666666,70.0,2023
Rafael Borré,Attack,26,174,2,18500000.0,20000000.0,61.0,3554,78.97777777777777,0.1777777777777777,8,0.0022509848058525,0.2666666666666666,12,0.0033764772087788,5,0.375,78.0,2023
Walace,Midfield,27,188,4,4750000.0,5000000.0,0.0,3152,82.94736842105263,0.0,0,0.0,0.0263157894736842,1,0.0003172588832487,6,0.3170731707317073,74.0,2023
Ollie Watkins,Attack,26,180,1,35000000.0,35000000.0,0.0,3045,84.58333333333333,0.0555555555555555,2,0.0006568144499178,0.3055555555555555,11,0.0036124794745484,7,0.3333333333333333,78.0,2023
Arnaud Nordin,Attack,24,170,5,4000000.0,4000000.0,4.0,1876,52.11111111111112,0.1388888888888888,5,0.0026652452025586,0.1111111111111111,4,0.0021321961620469,4,0.1842105263157894,73.0,2023
Mama Baldé,Attack,26,176,5,4500000.0,5000000.0,0.0,1724,57.46666666666667,0.1,3,0.0017401392111368,0.1,3,0.0017401392111368,1,0.2368421052631578,74.0,2023
Pepelu,Midfield,23,186,3,2750000.0,3000000.0,0.0,2006,69.17241379310344,0.0,0,0.0,0.0,0,0.0,9,0.2307692307692307,75.0,2023
Riqui Puig,Midfield,22,169,3,10333333.333333332,15000000.0,114.0,545,30.27777777777778,0.0,0,0.0,0.0555555555555555,1,0.0018348623853211,0,0.490566037735849,75.0,2023
Deiver Machado,Defender,28,180,5,1933333.3333333333,2000000.0,0.0,514,23.363636363636363,0.0454545454545454,1,0.0019455252918287,0.0,0,0.0,1,0.4473684210526316,72.0,2023
Joelinton,Midfield,25,186,1,17666666.666666664,20000000.0,0.0,2649,73.58333333333333,0.0277777777777777,1,0.0003775009437523,0.1111111111111111,4,0.0015100037750094,8,0.3333333333333333,75.0,2023
Jonathan Burkardt,Attack,21,183,2,13500000.0,17000000.0,0.0,2846,76.91891891891892,0.1081081081081081,4,0.0014054813773717,0.3783783783783783,14,0.0049191848208011,0,0.4054054054054054,76.0,2023
Orbelín Pineda,Midfield,26,169,3,6750000.0,9000000.0,0.0,93,13.285714285714286,0.0,0,0.0,0.0,0,0.0,0,0.3414634146341463,76.0,2023
Junior Sambia,Defender,25,185,5,5000000.0,5500000.0,0.0,1528,50.93333333333333,0.0,0,0.0,0.0333333333333333,1,0.0006544502617801,5,0.3157894736842105,73.0,2023
Manu Morlanes,Midfield,23,178,3,5000000.0,5000000.0,10.0,1330,42.903225806451616,0.0,0,0.0,0.064516129032258,2,0.0015037593984962,7,0.3170731707317073,73.0,2023
Álex Berenguer,Attack,26,175,3,12000000.0,12000000.0,10.0,2596,63.31707317073171,0.1707317073170731,7,0.0026964560862865,0.097560975609756,4,0.0015408320493066,7,0.4,80.0,2023
Giovanni González,Defender,27,178,3,1833333.3333333333,2000000.0,0.0,420,42.0,0.0,0,0.0,0.1,1,0.0023809523809523,1,0.3255813953488372,72.0,2023
Tete Morente,Attack,25,184,3,2250000.0,3000000.0,0.0,1694,49.8235294117647,0.088235294117647,3,0.0017709563164108,0.088235294117647,3,0.0017709563164108,4,0.3333333333333333,73.0,2023
Nathan Tella,Attack,22,173,1,1900000.0,2000000.0,0.0,888,59.2,0.1333333333333333,2,0.0022522522522522,0.0,0,0.0,2,0.2857142857142857,68.0,2023
Hamza Choudhury,Midfield,24,178,1,4500000.0,5000000.0,23.0,402,50.25,0.0,0,0.0,0.0,0,0.0,1,0.3829787234042553,73.0,2023
Yannik Keitel,Midfield,22,186,2,4000000.0,4000000.0,1.0,596,42.57142857142857,0.0,0,0.0,0.0,0,0.0,1,0.5,69.0,2023
Kylian Mbappé,Attack,23,178,5,160000000.0,160000000.0,112.0,3706,86.18604651162791,0.5813953488372093,25,0.0067458175930922,0.7906976744186046,34,0.0091743119266055,11,0.6382978723404256,91.0,2023
Nicolas Pépé,Attack,27,183,1,27500000.0,30000000.0,80.0,681,34.05,0.1,2,0.0029368575624082,0.05,1,0.0014684287812041,0,0.5641025641025641,79.0,2023
Odsonne Edouard,Attack,24,187,1,17000000.0,17000000.0,0.0,1912,50.31578947368421,0.0789473684210526,3,0.0015690376569037,0.2105263157894736,8,0.00418410041841,5,0.3488372093023256,76.0,2023
Gaëtan Poussin,Goalkeeper,23,186,5,1000000.0,1000000.0,6.0,1170,90.0,0.0,0,0.0,0.0,0,0.0,2,0.1578947368421052,67.0,2023
Malang Sarr,Defender,23,183,1,7375000.0,8000000.0,123.0,1068,66.75,0.0,0,0.0,0.0,0,0.0,2,0.631578947368421,75.0,2023
Dan-Axel Zagadou,Defender,23,196,2,11500000.0,14000000.0,78.0,1150,60.526315789473685,0.0,0,0.0,0.0,0,0.0,4,0.5869565217391305,77.0,2023
Matthieu Udol,Defender,26,178,5,2933333.333333333,3500000.0,0.0,1007,83.91666666666667,0.0,0,0.0,0.0833333333333333,1,0.0009930486593843,0,0.1578947368421052,70.0,2023
Mouctar Diakhaby,Defender,25,192,3,7333333.333333333,7500000.0,40.0,2680,72.43243243243244,0.054054054054054,2,0.0007462686567164,0.0,0,0.0,15,0.3777777777777777,73.0,2023
Japhet Tanganga,Defender,23,184,1,14000000.0,15000000.0,83.0,829,69.08333333333333,0.0,0,0.0,0.0,0,0.0,4,0.5813953488372093,74.0,2023
Sean Longstaff,Midfield,24,187,1,13000000.0,13000000.0,0.0,1520,60.8,0.04,1,0.0006578947368421,0.04,1,0.0006578947368421,1,0.3333333333333333,74.0,2023
Ché Adams,Attack,25,179,1,19000000.0,20000000.0,0.0,2069,66.74193548387096,0.096774193548387,3,0.0014499758337361,0.2258064516129032,7,0.0033832769453842,0,0.2857142857142857,76.0,2023
Fabián Ruiz,Midfield,26,189,4,55000000.0,55000000.0,66.0,2800,73.6842105263158,0.131578947368421,5,0.0017857142857142,0.1842105263157894,7,0.0025,7,0.574468085106383,83.0,2023
Kalvin Phillips,Midfield,26,179,1,46666666.666666664,50000000.0,0.0,1595,79.75,0.05,1,0.0006269592476489,0.0,0,0.0,4,0.2307692307692307,81.0,2023
Ismaël Bennacer,Midfield,24,175,4,31500000.0,33000000.0,38.0,2103,52.575,0.025,1,0.0004755111745126,0.05,2,0.0009510223490252,8,0.6041666666666666,82.0,2023
Lucas Perrin,Defender,23,188,5,3566666.6666666665,5000000.0,2.5,2508,80.90322580645162,0.032258064516129,1,0.0003987240829346,0.032258064516129,1,0.0003987240829346,5,0.4473684210526316,74.0,2023
Benjamin Pavard,Defender,26,186,2,30000000.0,30000000.0,138.0,2935,81.52777777777777,0.0555555555555555,2,0.0006814310051107,0.0,0,0.0,2,0.7021276595744681,79.0,2023
Samuel Moutoussamy,Midfield,25,176,5,1833333.3333333333,3000000.0,0.0,1502,50.06666666666667,0.0333333333333333,1,0.0006657789613848,0.0,0,0.0,5,0.3947368421052631,72.0,2023
Rodrigo Bentancur,Midfield,25,187,1,27666666.666666664,30000000.0,83.0,2964,67.36363636363636,0.159090909090909,7,0.0023616734143049,0.0,0,0.0,7,0.5813953488372093,79.0,2023
Cristian Romero,Defender,24,185,1,41000000.0,48000000.0,83.0,2223,85.5,0.0,0,0.0,0.0384615384615384,1,0.0004498425551057,10,0.5813953488372093,83.0,2023
Diogo Dalot,Defender,23,183,1,16666666.666666666,20000000.0,105.0,2240,77.24137931034483,0.0,0,0.0,0.0,0,0.0,6,0.4166666666666667,78.0,2023
Jurgen Ekkelenkamp,Midfield,22,188,2,3500000.0,3500000.0,4.0,781,33.95652173913044,0.0,0,0.0,0.1304347826086956,3,0.0038412291933418,2,0.2972972972972973,71.0,2023
Ozan Kabak,Defender,22,187,1,13750000.0,17000000.0,0.0,1014,84.5,0.0,0,0.0,0.0,0,0.0,2,0.1707317073170731,73.0,2023
Thierry Correia,Defender,23,176,3,8333333.333333333,9000000.0,40.0,1532,72.95238095238095,0.0,0,0.0,0.0,0,0.0,6,0.3777777777777777,76.0,2023
Pablo Rosario,Midfield,25,185,5,8000000.0,10000000.0,9.0,2736,76.0,0.0555555555555555,2,0.0007309941520467,0.0,0,0.0,7,0.5263157894736842,78.0,2023
Timothy Weah,Midfield,22,183,5,13333333.333333332,15000000.0,30.0,1888,53.94285714285714,0.1428571428571428,5,0.0026483050847457,0.0857142857142857,3,0.0015889830508474,2,0.3829787234042553,74.0,2023
Myziane Maolida,Attack,23,182,2,4166666.6666666665,5000000.0,4.0,870,51.1764705882353,0.0588235294117647,1,0.0011494252873563,0.0588235294117647,1,0.0011494252873563,0,0.2972972972972973,71.0,2023
Evan Ndicka,Defender,22,192,2,30000000.0,32000000.0,61.0,3918,89.04545454545455,0.0909090909090909,4,0.0010209290454313,0.0909090909090909,4,0.0010209290454313,7,0.375,81.0,2023
Marash Kumbulla,Defender,22,191,4,18666666.666666664,22000000.0,100.0,1164,58.2,0.0,0,0.0,0.05,1,0.0008591065292096,6,0.5,75.0,2023
Carlos Soler,Midfield,25,180,3,50000000.0,50000000.0,40.0,2950,79.72972972972973,0.1351351351351351,5,0.0016949152542372,0.3243243243243243,12,0.0040677966101694,5,0.3777777777777777,83.0,2023
Petko Hristov,Defender,23,191,4,933333.3333333331,1000000.0,0.0,1424,74.94736842105263,0.0526315789473684,1,0.0007022471910112,0.0526315789473684,1,0.0007022471910112,3,0.275,67.0,2023
Marcelo Saracchi,Defender,24,172,3,3500000.0,4500000.0,0.0,186,46.5,0.25,1,0.0053763440860215,0.0,0,0.0,2,0.2307692307692307,74.0,2023
Junior Firpo,Defender,25,184,1,12000000.0,12000000.0,0.0,1785,71.4,0.08,2,0.0011204481792717,0.0,0,0.0,11,0.2307692307692307,75.0,2023
Richarlison,Attack,25,184,1,51000000.0,55000000.0,3.0,2751,83.36363636363636,0.1515151515151515,5,0.0018175209014903,0.3333333333333333,11,0.0039985459832788,8,0.3333333333333333,81.0,2023
Gerzino Nyamsi,Defender,25,195,5,5500000.0,7500000.0,2.5,2983,87.73529411764706,0.0588235294117647,2,0.0006704659738518,0.0,0,0.0,4,0.4473684210526316,76.0,2023
Santi Comesaña,Midfield,25,188,3,3625000.0,4000000.0,0.0,3105,75.73170731707317,0.048780487804878,2,0.0006441223832528,0.024390243902439,1,0.0003220611916264,15,0.3555555555555555,75.0,2023
Alexis Claude-Maurice,Midfield,24,174,5,8000000.0,10000000.0,9.0,200,20.0,0.2,2,0.01,0.0,0,0.0,1,0.5263157894736842,74.0,2023
Tobias Raschl,Midfield,22,177,2,800000.0,1000000.0,0.0,599,59.9,0.1,1,0.001669449081803,0.0,0,0.0,0,0.0857142857142857,69.0,2023
Fraser Hornby,Attack,22,195,5,1100000.0,1200000.0,2.0,350,43.75,0.0,0,0.0,0.0,0,0.0,1,0.2894736842105263,66.0,2023
Nicolò Casale,Defender,24,191,4,4875000.0,7500000.0,0.0,2615,70.67567567567568,0.054054054054054,2,0.0007648183556405,0.0,0,0.0,10,0.375,76.0,2023
Juan Iglesias,Defender,23,187,3,875000.0,1500000.0,11.0,800,38.095238095238095,0.0476190476190476,1,0.00125,0.0,0,0.0,1,0.2051282051282051,72.0,2023
Igor Silva,Defender,25,173,5,2250000.0,2500000.0,0.0,1572,56.142857142857146,0.0,0,0.0,0.0,0,0.0,3,0.2105263157894736,70.0,2023
Noah Weißhaupt,Attack,20,181,2,1266666.6666666665,1700000.0,1.0,151,11.615384615384617,0.1538461538461538,2,0.0132450331125827,0.0,0,0.0,1,0.5,66.0,2023
Ethan Ampadu,Defender,21,182,4,14000000.0,15000000.0,0.0,2379,79.3,0.1,3,0.0012610340479192,0.0,0,0.0,14,0.1951219512195122,73.0,2023
Mitchell van Bergen,Attack,22,170,5,2100000.0,2200000.0,2.0,1074,51.142857142857146,0.0,0,0.0,0.0,0,0.0,1,0.2894736842105263,72.0,2023
Emanuel Vignato,Attack,21,175,4,5500000.0,6000000.0,0.0,666,26.64,0.04,1,0.0015015015015015,0.0,0,0.0,2,0.3076923076923077,72.0,2023
Andreaw Gravillon,Defender,24,188,5,6250000.0,6500000.0,2.0,2141,82.34615384615384,0.0,0,0.0,0.0,0,0.0,9,0.2894736842105263,74.0,2023
Sandro Tonali,Midfield,22,181,4,41666666.666666664,50000000.0,38.0,3150,70.0,0.0666666666666666,3,0.0009523809523809,0.1111111111111111,5,0.0015873015873015,11,0.6041666666666666,84.0,2023
Harvey Barnes,Attack,24,182,1,32000000.0,32000000.0,23.0,2593,66.48717948717949,0.3076923076923076,12,0.004627844195912,0.2051282051282051,8,0.0030852294639413,2,0.3829787234042553,80.0,2023
Martin Hongla,Midfield,24,181,4,4250000.0,4500000.0,0.0,761,38.05,0.0,0,0.0,0.05,1,0.0013140604467805,4,0.375,72.0,2023
Pau Torres,Defender,25,192,3,50000000.0,50000000.0,78.0,4146,88.2127659574468,0.0212765957446808,1,0.0002411963338157,0.1276595744680851,6,0.0014471780028943,6,0.4259259259259259,83.0,2023
Nikolas Nartey,Midfield,22,185,2,1800000.0,1800000.0,0.0,401,50.125,0.0,0,0.0,0.0,0,0.0,1,0.2222222222222222,69.0,2023
Jadon Sancho,Attack,22,180,1,82500000.0,90000000.0,105.0,2395,64.72972972972973,0.081081081081081,3,0.0012526096033402,0.1351351351351351,5,0.0020876826722338,0,0.4166666666666667,84.0,2023
Exequiel Palacios,Midfield,23,177,2,15000000.0,15000000.0,53.0,1551,48.46875,0.0625,2,0.0012894906511927,0.09375,3,0.0019342359767891,3,0.5454545454545454,78.0,2023
Kingsley Michael,Midfield,22,176,4,450000.0,500000.0,0.0,77,38.5,0.0,0,0.0,0.0,0,0.0,0,0.3076923076923077,66.0,2023
Victor Osimhen,Attack,23,186,4,61666666.666666664,65000000.0,66.0,2315,72.34375,0.1875,6,0.0025917926565874,0.5625,18,0.0077753779697624,5,0.574468085106383,83.0,2023
Robert Sánchez,Goalkeeper,24,197,1,13000000.0,16000000.0,0.0,3420,90.0,0.0,0,0.0,0.0,0,0.0,3,0.325,77.0,2023
Jordan Beyer,Defender,22,187,2,3500000.0,4500000.0,21.0,1416,78.66666666666667,0.0555555555555555,1,0.0007062146892655,0.0,0,0.0,5,0.3783783783783784,74.0,2023
Marcus Forss,Attack,23,182,1,4250000.0,4500000.0,0.0,293,36.625,0.125,1,0.0034129692832764,0.125,1,0.0034129692832764,0,0.35,68.0,2023
Vitaliy Mykolenko,Defender,23,180,1,17666666.666666664,18000000.0,3.0,3127,84.51351351351352,0.081081081081081,3,0.0009593859929645,0.027027027027027,1,0.0003197953309881,3,0.3333333333333333,76.0,2023
Ezri Konsa,Defender,24,183,1,23500000.0,25000000.0,0.0,2571,85.7,0.0,0,0.0,0.0666666666666666,2,0.0007779074290159,6,0.3333333333333333,79.0,2023
Keven Schlotterbeck,Defender,25,189,2,4500000.0,6500000.0,1.0,445,31.785714285714285,0.0,0,0.0,0.0714285714285714,1,0.0022471910112359,1,0.5,72.0,2023
Youcef Atal,Defender,26,176,5,15000000.0,15000000.0,9.0,1144,67.29411764705883,0.1176470588235294,2,0.0017482517482517,0.1176470588235294,2,0.0017482517482517,4,0.5263157894736842,75.0,2023
Ragnar Ache,Attack,23,183,2,1650000.0,1800000.0,61.0,252,15.75,0.0625,1,0.0039682539682539,0.0,0,0.0,0,0.375,68.0,2023
Erling Haaland,Attack,21,195,2,150000000.0,150000000.0,78.0,2388,79.6,0.2666666666666666,8,0.0033500837520938,0.9666666666666666,29,0.01214405360134,3,0.5869565217391305,88.0,2023
Frank Onyeka,Midfield,24,183,1,9333333.333333332,10000000.0,0.0,1051,52.55,0.0,0,0.0,0.0,0,0.0,4,0.35,73.0,2023
Jens Petter Hauge,Attack,22,184,2,8500000.0,9500000.0,61.0,1401,36.86842105263158,0.0526315789473684,2,0.0014275517487508,0.0789473684210526,3,0.0021413276231263,4,0.375,74.0,2023
Ghislain Konan,Defender,26,176,5,6500000.0,7000000.0,2.0,2422,86.5,0.1071428571428571,3,0.0012386457473162,0.0357142857142857,1,0.000412881915772,1,0.2894736842105263,76.0,2023
Santiago Ascacíbar,Midfield,25,168,2,7000000.0,7500000.0,4.0,2546,84.86666666666666,0.0333333333333333,1,0.0003927729772191,0.0,0,0.0,6,0.2972972972972973,74.0,2023
Nahuel Molina,Defender,24,175,4,15000000.0,20000000.0,0.0,2785,75.27027027027027,0.1351351351351351,5,0.0017953321364452,0.2162162162162162,8,0.0028725314183123,7,0.3170731707317073,78.0,2023
Mathias Pereira Lage,Midfield,25,180,5,2500000.0,2500000.0,0.0,1039,43.29166666666666,0.125,3,0.0028873917228103,0.1666666666666666,4,0.0038498556304138,0,0.2631578947368421,72.0,2023
Alphonso Davies,Defender,21,183,2,70000000.0,70000000.0,138.0,2366,76.3225806451613,0.1935483870967741,6,0.0025359256128486,0.0,0,0.0,3,0.7021276595744681,84.0,2023
Matty Cash,Defender,24,185,1,23500000.0,25000000.0,0.0,3470,88.97435897435898,0.0769230769230769,3,0.000864553314121,0.1025641025641025,4,0.0011527377521613,8,0.3333333333333333,79.0,2023
Lebo Mothiba,Attack,26,182,5,2000000.0,2000000.0,0.0,522,37.285714285714285,0.0,0,0.0,0.1428571428571428,2,0.003831417624521,1,0.2368421052631578,70.0,2023
Paul Akouokou,Midfield,24,181,3,3666666.6666666665,5000000.0,21.0,755,68.63636363636364,0.0,0,0.0,0.0,0,0.0,3,0.5357142857142857,70.0,2023
Roberto Piccoli,Attack,21,190,4,4000000.0,4000000.0,0.0,400,23.529411764705884,0.0,0,0.0,0.0588235294117647,1,0.0025,0,0.1463414634146341,69.0,2023
Maxence Lacroix,Defender,22,190,2,21666666.666666664,25000000.0,22.5,3140,87.22222222222223,0.0,0,0.0,0.0,0,0.0,8,0.3170731707317073,77.0,2023
Michael Svoboda,Defender,23,195,4,900000.0,900000.0,0.0,1452,69.14285714285714,0.0,0,0.0,0.0,0,0.0,2,0.1951219512195122,66.0,2023
Didier Lamkel Zé,Attack,25,192,5,3000000.0,3500000.0,0.0,879,73.25,0.0,0,0.0,0.4166666666666666,5,0.005688282138794,4,0.1578947368421052,73.0,2023
Martin Terrier,Attack,25,184,5,18333333.333333332,25000000.0,33.0,2924,74.97435897435898,0.1282051282051282,5,0.0017099863201094,0.5384615384615384,21,0.0071819425444596,1,0.55,81.0,2023
Omar Marmoush,Attack,23,183,2,4833333.333333333,6000000.0,0.0,1604,69.73913043478261,0.217391304347826,5,0.0031172069825436,0.1304347826086956,3,0.0018703241895261,3,0.2222222222222222,73.0,2023
Jean-Ricner Bellegarde,Midfield,24,172,5,7000000.0,8000000.0,2.5,2349,65.25,0.0833333333333333,3,0.0012771392081736,0.0555555555555555,2,0.0008514261387824,5,0.4473684210526316,75.0,2023
Dylan Bronn,Defender,27,186,5,4750000.0,5500000.0,0.0,2545,84.83333333333333,0.0666666666666666,2,0.0007858546168958,0.0333333333333333,1,0.0003929273084479,10,0.1578947368421052,71.0,2023
Laurenz Dehl,Midfield,20,180,2,250000.0,250000.0,5.0,6,6.0,0.0,0,0.0,0.0,0,0.0,0,0.5121951219512195,62.0,2023
Christos Tzolis,Attack,20,179,1,9000000.0,10000000.0,0.0,400,25.0,0.0,0,0.0,0.0,0,0.0,1,0.1707317073170731,72.0,2023
Anthony Caci,Defender,24,184,5,6000000.0,7000000.0,2.5,2394,64.70270270270271,0.081081081081081,3,0.0012531328320802,0.027027027027027,1,0.0004177109440267,4,0.4473684210526316,75.0,2023
Cucho Hernández,Attack,23,176,1,9000000.0,9000000.0,0.0,1231,47.34615384615385,0.0769230769230769,2,0.0016246953696181,0.1923076923076923,5,0.0040617384240454,3,0.1538461538461538,75.0,2023
Khéphren Thuram,Midfield,21,192,5,13666666.666666666,17000000.0,9.0,1897,52.69444444444444,0.0833333333333333,3,0.0015814443858724,0.1111111111111111,4,0.0021085925144965,4,0.5263157894736842,77.0,2023
Youssoufa Moukoko,Attack,17,179,2,15000000.0,15000000.0,78.0,360,16.363636363636363,0.0909090909090909,2,0.0055555555555555,0.0909090909090909,2,0.0055555555555555,2,0.5869565217391305,69.0,2023
Samuele Ricci,Midfield,20,181,4,12000000.0,12000000.0,2.5,2433,67.58333333333333,0.0277777777777777,1,0.0004110152075626,0.0277777777777777,1,0.0004110152075626,3,0.35,74.0,2023
Yvan Neyou,Midfield,25,180,5,4000000.0,5000000.0,4.0,940,58.75,0.0,0,0.0,0.0,0,0.0,4,0.1842105263157894,71.0,2023
Clinton Mola,Defender,21,184,2,1000000.0,1000000.0,0.0,113,37.66666666666666,0.0,0,0.0,0.0,0,0.0,0,0.2222222222222222,65.0,2023
Ivan Ilić,Midfield,21,186,4,12500000.0,14000000.0,0.0,2570,75.58823529411765,0.1470588235294117,5,0.0019455252918287,0.0588235294117647,2,0.0007782101167315,6,0.375,76.0,2023
Luis Binks,Defender,20,190,4,1333333.3333333333,1500000.0,0.0,641,42.73333333333333,0.0,0,0.0,0.0,0,0.0,3,0.3076923076923077,69.0,2023
Mamadou Coulibaly,Midfield,23,183,4,2833333.333333333,3000000.0,0.0,886,73.83333333333333,0.0,0,0.0,0.1666666666666666,2,0.0022573363431151,1,0.2,67.0,2023
Jan Thielmann,Attack,20,178,2,6166666.666666666,7500000.0,4.0,1492,46.625,0.09375,3,0.0020107238605898,0.09375,3,0.0020107238605898,6,0.4324324324324324,73.0,2023
Facundo Medina,Defender,23,184,5,10500000.0,11000000.0,0.0,2596,83.74193548387096,0.0,0,0.0,0.032258064516129,1,0.0003852080123266,11,0.4473684210526316,76.0,2023
Bryan Lasme,Attack,23,194,2,1400000.0,1800000.0,0.0,1034,41.36,0.0,0,0.0,0.16,4,0.0038684719535783,2,0.1666666666666666,69.0,2023
Marcos André,Attack,25,185,3,7250000.0,8500000.0,40.0,1251,36.794117647058826,0.088235294117647,3,0.0023980815347721,0.088235294117647,3,0.0023980815347721,4,0.3777777777777777,73.0,2023
Magnus Warming,Attack,22,188,4,966666.6666666665,1000000.0,2.5,83,16.6,0.0,0,0.0,0.0,0,0.0,0,0.35,65.0,2023
Taylor Richards,Midfield,21,180,1,400000.0,400000.0,0.0,23,11.5,0.0,0,0.0,0.0,0,0.0,0,0.325,66.0,2023
Amadou Onana,Midfield,20,195,5,8500000.0,10000000.0,30.0,1602,40.05,0.0,0,0.0,0.025,1,0.0006242197253433,2,0.3829787234042553,74.0,2023
Musa Barrow,Attack,23,184,4,19000000.0,20000000.0,0.0,2184,62.4,0.2,7,0.0032051282051282,0.1714285714285714,6,0.0027472527472527,0,0.3076923076923077,77.0,2023
Mathias Olesen,Midfield,21,188,2,233333.3333333333,350000.0,4.0,14,4.666666666666667,0.0,0,0.0,0.0,0,0.0,0,0.4324324324324324,59.0,2023
Hugo Guillamón,Midfield,22,178,3,13333333.333333332,20000000.0,40.0,2786,75.29729729729729,0.0,0,0.0,0.054054054054054,2,0.0007178750897343,14,0.3777777777777777,74.0,2023
Rhys Williams,Defender,21,195,1,4000000.0,4000000.0,0.0,6,6.0,0.0,0,0.0,0.0,0,0.0,0,0.0,65.0,2023
Aster Vranckx,Midfield,19,183,2,10000000.0,10000000.0,22.5,1472,52.57142857142857,0.0,0,0.0,0.0714285714285714,2,0.0013586956521739,2,0.3170731707317073,73.0,2023
Joe Gelhardt,Attack,20,179,1,4666666.666666666,6000000.0,0.0,736,36.8,0.2,4,0.0054347826086956,0.1,2,0.0027173913043478,4,0.2307692307692307,72.0,2023
Yunus Musah,Midfield,19,178,3,15000000.0,15000000.0,40.0,1628,46.51428571428571,0.0285714285714285,1,0.0006142506142506,0.0857142857142857,3,0.0018427518427518,6,0.3777777777777777,74.0,2023
Gianluca Busio,Midfield,20,172,4,8500000.0,10000000.0,0.0,1956,67.44827586206897,0.0689655172413793,2,0.0010224948875255,0.0344827586206896,1,0.0005112474437627,8,0.1951219512195122,73.0,2023
Solomon Bonnah,Defender,18,165,2,750000.0,750000.0,83.0,19,6.333333333333333,0.0,0,0.0,0.0,0,0.0,0,0.5384615384615384,62.0,2023
Antonio Sánchez,Midfield,25,179,3,1150000.0,1500000.0,0.0,1860,56.36363636363637,0.0,0,0.0,0.0303030303030303,1,0.0005376344086021,4,0.3255813953488372,72.0,2023
Óscar Valentín,Midfield,27,177,3,2500000.0,3000000.0,0.0,3038,72.33333333333333,0.0,0,0.0,0.0,0,0.0,12,0.3555555555555555,74.0,2023
Aihen Muñoz,Defender,24,175,3,6000000.0,6000000.0,26.0,2209,71.25806451612904,0.032258064516129,1,0.0004526935264825,0.032258064516129,1,0.0004526935264825,6,0.4509803921568627,75.0,2023
Matheus Cunha,Attack,23,183,3,30000000.0,30000000.0,105.0,1343,35.3421052631579,0.1842105263157894,7,0.0052122114668652,0.1842105263157894,7,0.0052122114668652,4,0.4901960784313725,81.0,2023
Conor Noß,Midfield,21,181,2,550000.0,700000.0,21.0,50,16.666666666666668,0.0,0,0.0,0.0,0,0.0,0,0.3783783783783784,63.0,2023
Sambou Sissoko,Midfield,23,179,5,500000.0,500000.0,2.0,170,21.25,0.0,0,0.0,0.0,0,0.0,0,0.2894736842105263,62.0,2023
Luca Netz,Defender,19,184,2,5750000.0,6500000.0,21.0,1440,55.38461538461539,0.1923076923076923,5,0.0034722222222222,0.0,0,0.0,1,0.3783783783783784,73.0,2023
Fisnik Asllani,Attack,19,188,2,400000.0,400000.0,23.0,7,3.5,0.0,0,0.0,0.0,0,0.0,0,0.4054054054054054,61.0,2023
Miguel Gutiérrez,Defender,20,180,3,7000000.0,10000000.0,124.0,327,81.75,0.25,1,0.0030581039755351,0.0,0,0.0,1,0.6964285714285714,68.0,2023
Ignatius Ganago,Attack,23,176,5,6000000.0,7000000.0,0.0,1017,36.32142857142857,0.0357142857142857,1,0.0009832841691248,0.1785714285714285,5,0.0049164208456243,2,0.4473684210526316,73.0,2023
Sam Greenwood,Midfield,20,180,1,1500000.0,2500000.0,0.0,277,34.625,0.25,2,0.0072202166064981,0.0,0,0.0,0,0.2307692307692307,67.0,2023
Luke Cundle,Midfield,20,171,1,500000.0,800000.0,16.0,185,37.0,0.0,0,0.0,0.0,0,0.0,0,0.4,60.0,2023
Patrick Wimmer,Attack,21,182,2,6666666.666666666,8000000.0,0.0,2186,68.3125,0.3125,10,0.0045745654162854,0.09375,3,0.0013723696248856,7,0.1666666666666666,76.0,2023
Nahuel Tenaglia,Defender,26,181,3,4400000.0,5200000.0,0.0,1072,76.57142857142857,0.0,0,0.0,0.0,0,0.0,2,0.225,76.0,2023
Cameron Archer,Attack,20,175,1,2266666.6666666665,6000000.0,0.0,24,8.0,0.0,0,0.0,0.0,0,0.0,0,0.3333333333333333,70.0,2023
